"model_name","src_path","is_parsed","ref_resolving_error","syntax_error","error_codes"
"AHRS::Hardware","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/ahrs_discovery/ahrs-hardware.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"AHRS::Hardware","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/ahrs_discovery/ahrs-hardware.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"MinePump","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/minepump/minepump.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"fms","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/fms/fms.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"emaxxv2_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/uxv/emaxxv2/emaxxv2_system.aadl","true","4","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"quadrirotorv0_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/uxv/quadrirotorv0/quadrirotorv0_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"quadrirotorv0_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/uxv/quadrirotorv0/quadrirotorv0_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"quadrirotorv0_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/uxv/quadrirotorv0/quadrirotorv0_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Flowlatencydata","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/flow_analysis/flowlatencydata.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Flowlatencydata","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/flow_analysis/flowlatencydata.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"RAP_Code","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rap_code/rap.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::SBC8349E","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/aadl/boards/boards-sbc8349e.aadl","true","6","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::Verdex_XM4","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/aadl/boards/boards-verdex_xm4.aadl","true","4","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"GAIA::Implementations","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/gaia-implementations.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"GAIA::Implementations","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/gaia-implementations.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::GR_XC3S_1500","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/aadl/boards/boards-gr_xc3s_1500.aadl","true","5","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"Boards::GR_XC3S_1500","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/aadl/boards/boards-gr_xc3s_1500.aadl","true","5","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking, org.osate.xtext.aadl2.with_not_used]"
"Main_Ardupilot","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/ardupilot/main_Ardupilot.aadl","true","1","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Main_Ardupilot","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/ardupilot/main_Ardupilot.aadl","true","1","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Round_Robin","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/round_robin/round_robin.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Round_Robin","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/round_robin/round_robin.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Shields::Ardupilot","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/aadl/shields-ardupilot.aadl","true","0","0","[]"
"Crazyflie_Final","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/crazyflie/crazyflie_final.aadl","true","5","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"DMS","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/doors/dms.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ROSACE::XtratuM","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rosace/rosace-xtratum.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ROSACE::XtratuM","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rosace/rosace-xtratum.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Robot","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/robot/robot.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Time_Triggered","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/time_triggered/time_triggered.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ROSACE::RTEMS","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rosace/rosace-rtems.aadl","true","5","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ROSACE::RTEMS","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rosace/rosace-rtems.aadl","true","5","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Car","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/car/car.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"GAIA::Functions","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/gaia-functions.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::SBCP4080E","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/aadl/boards/boards-sbcp4080.aadl","true","8","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Crazyflie_Hardware","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/crazyflie/crazyflie_hardware.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Crazyflie_functional","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/crazyflie/crazyflie_functional.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"quadrirotorv1_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/uxv/quadrirotorv1/quadrirotorv1_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ISR","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/isr/isr.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"traxsterv3_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/uxv/traxsterv3/traxsterv3_system.aadl","true","8","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::CPIOM","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/aadl/boards/boards-cpiom.aadl","true","4","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Crazyflie_System","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/crazyflie/crazyflie_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Hello_World","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/air/hello_2partitions/hello_world.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"emaxxv2_power_distrib","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/uxv/emaxxv2/emaxxv2_power_distrib.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/property_set/bus_properties.aadl","false","6","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"arincexample2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/arinc653_annex/example_2/arincexample2.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"arincexample2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/arinc653_annex/example_2/arincexample2.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"arincexample2","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/arinc653_annex/example_2/arincexample2.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/aram_properties.aadl","false","3","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"autopilot_subsys","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/paparazzi/autopilot_subsys.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/mjpeg/spacestudio.aadl","false","6","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"minirocket_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/uxv/minirocket/minirocket_system.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"PartitionedSystemExample","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/arinc653_annex/example_1/partitionedsystemexample.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Robot_LF","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/line_follower/robot_lf.aadl","true","1","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Flight_Control_System","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/fcs/fcs.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mjpeg::platform","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/mjpeg/mjpeg-platform.aadl","true","0","0","[]"
"mjpeg::platform","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/mjpeg/mjpeg-platform.aadl","true","0","0","[]"
"ROSACE::POSIX","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rosace/rosace-posix.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ROSACE::POSIX","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rosace/rosace-posix.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/property_set/pok.aadl","false","5","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/fms/afdx_properties.aadl","false","8","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::ArduImu","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/aadl/boards/boards-arduimu.aadl","true","0","0","[]"
"AvionicsBusManagers","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/multicore/avionicsbusmanagers.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"paparazzi_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/paparazzi/paparazzi_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"paparazzi_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/paparazzi/paparazzi_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"paparazzi_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/paparazzi/paparazzi_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"paparazzi_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/paparazzi/paparazzi_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"paparazzi_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/paparazzi/paparazzi_system.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"radar_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/radar/radar.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/property_set/arinc653_extended.aadl","false","0","1","[]"
"Ravenscar_Example","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/ravenscar/ravenscar_example.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ADIRU","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/adiru/model.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ADIRU","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/adiru/model.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ADIRU","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/adiru/model.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"ADIRU","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/adiru/model.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"PING","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/air/ping/ping-air.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"GAIA::Validation","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/gaia-validation.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/property_set/code_generation_properties.aadl","false","0","1","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/property_set/memory_segment_properties.aadl","false","1","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mars_pathfinder","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/pathfinder_system/mars_pathfinder.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"mars_pathfinder","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/pathfinder_system/mars_pathfinder.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Pacemaker_Pkg","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/pacemaker/pacemaker.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"RAP","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rap/rap.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"RAP","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rap/rap.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"RAP","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rap/rap.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"RAP","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rap/rap.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"RAP","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/rap/rap.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Hello_World","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/air/hello/hello_world.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Boards::GR_CPCI_X4CV","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/src/aadl/boards/boards-gr_cpci_x4cv.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"SMP01","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/air/smp01/smp01.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Producer::Consumer","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/producer_consumer_ba/producer_consumer_ba.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Blocks","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/blocks.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Blocks","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/blocks.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Blocks","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/blocks.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Blocks","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/blocks.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Blocks","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aram/blocks.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"Prodcons","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/memory/prodcons.aadl","true","3","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"AOCS","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/aocs/aocs.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"satellite_system","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/satellite/satellite_system.aadl","true","2","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"MoDeVVa","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a268/examples/mosart/modevva.aadl","true","10","0","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
"emaxxv2_power_distrib","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a272/AADLib/examples/uxv/emaxxv2/emaxxv2_power_distrib.aadl","true","0","0","[]"
"","/mnt/DATA/00-GSSI/00-WORK/EXAMPLE_ROOT_DIRECTORY_MODELS/jalejandroc2928@gmail.com/others/repositories-aadl/a272/AADLib/examples/aram/aram_properties.aadl","false","3","1","[org.eclipse.xtext.diagnostics.Diagnostic.Linking]"
